Source File Name:	small_signal_Bridge_new
Signal:	FFT - Vib & Ref1 H1 Velocity / Voltage - Mag. & Phase

Frequency	Magnitude	Phase
915687.5	0.5980039	-78.76147
915750	0.628769	-78.48029
915812.5	0.5941641	-79.20538
915875	0.6285782	-77.47214
915937.5	0.6207688	-79.59998
916000	0.6050188	-78.64253
916062.5	0.6178224	-78.39674
916125	0.6008907	-80.07568
916187.5	0.6157965	-78.45921
916250	0.6076802	-81.27841
916312.5	0.6016446	-77.87327
916375	0.6010668	-79.66877
916437.5	0.6062739	-79.16551
916500	0.609287	-78.78642
916562.5	0.6101268	-79.62663
916625	0.5939541	-80.11959
916687.5	0.6271092	-80.02477
916750	0.5997288	-81.47559
916812.5	0.6149772	-79.71336
916875	0.6125688	-80.93024
916937.5	0.587961	-80.88214
917000	0.6086949	-79.4203
917062.5	0.5996857	-82.32724
917125	0.5907112	-79.53704
917187.5	0.6068882	-81.16707
917250	0.6054908	-81.66106
917312.5	0.6001419	-80.35045
917375	0.6099605	-80.52698
917437.5	0.5908816	-80.80963
917500	0.6033139	-82.23137
917562.5	0.5851287	-82.08897
917625	0.6090807	-81.74656
917687.5	0.591236	-82.08163
917750	0.5849684	-82.04028
917812.5	0.602511	-81.14232
917875	0.5951062	-83.07783
917937.5	0.5884375	-81.12208
918000	0.5835706	-82.42676
918062.5	0.5965937	-82.71571
918125	0.5979911	-83.14191
918187.5	0.5947529	-83.85162
918250	0.5802746	-82.39532
918312.5	0.5990927	-83.63583
918375	0.5742136	-84.09847
918437.5	0.5819951	-82.34288
918500	0.5860786	-81.49928
918562.5	0.5791517	-84.11668
918625	0.5959104	-83.68732
918687.5	0.5803673	-84.65784
918750	0.5852086	-83.22646
918812.5	0.5805922	-85.03291
918875	0.5784522	-83.15469
918937.5	0.5872773	-83.14685
919000	0.5907124	-83.21795
919062.5	0.567719	-82.87226
919125	0.582274	-84.69509
919187.5	0.5726283	-83.22836
919250	0.581624	-83.72066
919312.5	0.5874686	-84.14089
919375	0.5680884	-85.27018
919437.5	0.5901487	-84.14386
919500	0.5595175	-85.02795
919562.5	0.5875738	-83.95277
919625	0.5635067	-85.30267
919687.5	0.5700393	-85.21823
919750	0.5733249	-84.04628
919812.5	0.569056	-86.3474
919875	0.5655601	-84.57827
919937.5	0.5783077	-86.39167
920000	0.5587642	-85.19049
920062.5	0.559725	-84.91744
920125	0.5622365	-85.68253
920187.5	0.5648336	-86.46657
920250	0.5736848	-84.89865
920312.5	0.5565856	-86.62983
920375	0.5744576	-86.12537
920437.5	0.5603949	-85.67092
920500	0.562823	-87.09127
920562.5	0.5619993	-86.26203
920625	0.556161	-88.90461
920687.5	0.5632191	-85.47731
920750	0.5779356	-87.062
920812.5	0.5493516	-87.25755
920875	0.5602844	-87.7095
920937.5	0.5611011	-87.30411
921000	0.5520644	-86.51859
921062.5	0.5492401	-86.71475
921125	0.5376967	-86.99347
921187.5	0.5707043	-87.80535
921250	0.5522482	-88.48611
921312.5	0.5649131	-87.32465
921375	0.5629979	-88.05035
921437.5	0.5559267	-88.02699
921500	0.5566894	-87.93901
921562.5	0.5551377	-90.5218
921625	0.5322942	-87.93403
921687.5	0.5510293	-88.39315
921750	0.5522175	-88.99972
921812.5	0.5479746	-88.09332
921875	0.5579365	-89.37412
921937.5	0.5258501	-90.36933
922000	0.5545369	-89.28777
922062.5	0.547928	-90.04675
922125	0.5474847	-88.18491
922187.5	0.5469073	-89.81214
922250	0.5367293	-90.64543
922312.5	0.5389006	-89.18018
922375	0.5530272	-91.22134
922437.5	0.529971	-89.49802
922500	0.5365225	-90.05579
922562.5	0.5356607	-91.19067
922625	0.53718	-89.28791
922687.5	0.54453	-90.44102
922750	0.5200291	-91.50167
922812.5	0.536634	-89.51157
922875	0.5397924	-91.85291
922937.5	0.5346259	-91.9476
923000	0.5323042	-91.09444
923062.5	0.5098949	-92.0363
923125	0.5313714	-89.99213
923187.5	0.5330805	-92.87196
923250	0.5260477	-89.99425
923312.5	0.5264476	-92.39015
923375	0.5221855	-91.57961
923437.5	0.5217841	-91.11434
923500	0.5258534	-92.05505
923562.5	0.5226801	-91.34838
923625	0.5259219	-90.71063
923687.5	0.5147198	-92.93647
923750	0.5167601	-91.52506
923812.5	0.522978	-91.85998
923875	0.5168446	-92.25494
923937.5	0.5148093	-92.42673
924000	0.5226206	-93.5421
924062.5	0.5079433	-91.8478
924125	0.5309661	-92.87977
924187.5	0.5044011	-92.44894
924250	0.5148841	-92.40008
924312.5	0.5225871	-94.15564
924375	0.5011715	-93.8699
924437.5	0.5156847	-92.73183
924500	0.514441	-93.88786
924562.5	0.5079149	-93.70208
924625	0.5179807	-93.71244
924687.5	0.5124944	-93.66271
924750	0.4947421	-93.52914
924812.5	0.5083345	-95.40631
924875	0.4930413	-92.55136
924937.5	0.4946202	-93.70332
925000	0.5001858	-93.87838
925062.5	0.4989133	-94.71061
925125	0.5001507	-93.75711
925187.5	0.4823507	-95.13991
925250	0.4904394	-94.35107
925312.5	0.4858904	-95.23122
925375	0.491568	-94.18002
925437.5	0.5021645	-95.40843
925500	0.4932702	-96.04386
925562.5	0.4915704	-93.41532
925625	0.4861698	-96.58591
925687.5	0.4812201	-95.14767
925750	0.4910318	-96.8482
925812.5	0.4884627	-96.30072
925875	0.4903875	-96.10301
925937.5	0.498097	-94.79914
926000	0.473662	-96.6717
926062.5	0.4988152	-95.95353
926125	0.4742546	-97.38785
926187.5	0.4835752	-95.84942
926250	0.4842504	-95.80528
926312.5	0.4787188	-96.65472
926375	0.4747742	-94.38696
926437.5	0.4794167	-97.52193
926500	0.4619634	-96.74876
926562.5	0.479515	-96.50977
926625	0.4843897	-96.83401
926687.5	0.4799425	-98.17842
926750	0.4886685	-95.17054
926812.5	0.4593759	-97.99857
926875	0.4779393	-94.75603
926937.5	0.4766279	-99.35098
927000	0.4574833	-96.41103
927062.5	0.4616781	-98.74564
927125	0.4744371	-98.0614
927187.5	0.4596691	-96.19762
927250	0.4770108	-99.29563
927312.5	0.4544746	-98.11761
927375	0.4733043	-95.07842
927437.5	0.4548467	-99.79154
927500	0.4597358	-98.70228
927562.5	0.4605717	-98.66124
927625	0.448879	-98.7678
927687.5	0.4612534	-98.82123
927750	0.4580297	-100.9819
927812.5	0.4572961	-98.54858
927875	0.459858	-97.53541
927937.5	0.4558874	-100.2661
928000	0.453374	-99.79849
928062.5	0.462682	-99.06854
928125	0.4429593	-99.25334
928187.5	0.4662953	-98.39104
928250	0.4571072	-100.0363
928312.5	0.442639	-99.84557
928375	0.4565488	-98.04021
928437.5	0.4387302	-101.503
928500	0.4454162	-97.42423
928562.5	0.4431724	-100.9534
928625	0.4396723	-99.52925
928687.5	0.4399573	-99.75813
928750	0.447442	-101.4455
928812.5	0.4345163	-98.3457
928875	0.4520411	-101.126
928937.5	0.427846	-99.90912
929000	0.4405356	-100.5169
929062.5	0.4367287	-99.84466
929125	0.4373203	-99.92635
929187.5	0.4350367	-100.8204
929250	0.4263452	-102.6279
929312.5	0.4309343	-98.19698
929375	0.4350914	-100.7664
929437.5	0.433948	-101.6432
929500	0.4311337	-101.0515
929562.5	0.4386371	-101.1924
929625	0.4173058	-102.4134
929687.5	0.4390676	-101.9888
929750	0.4091893	-101.3148
929812.5	0.4239836	-99.6337
929875	0.4345553	-102.2667
929937.5	0.4202932	-103.2641
930000	0.4240312	-100.0093
930062.5	0.4227358	-102.2878
930125	0.4110824	-101.8036
930187.5	0.4255864	-102.3049
930250	0.4215635	-101.572
930312.5	0.4109182	-102.4336
930375	0.4291498	-103.2186
930437.5	0.4070677	-102.2074
930500	0.4161284	-101.3287
930562.5	0.4093726	-103.0468
930625	0.4048589	-101.0166
930687.5	0.4210909	-101.1098
930750	0.4083829	-102.0455
930812.5	0.4050214	-99.21656
930875	0.4121363	-102.4759
930937.5	0.407314	-101.8732
931000	0.3993135	-103.812
931062.5	0.3984963	-104.3178
931125	0.3941728	-100.6858
931187.5	0.4101932	-101.3451
931250	0.3817015	-102.0898
931312.5	0.3961973	-101.1904
931375	0.3834444	-102.9392
931437.5	0.402639	-100.8533
931500	0.3905488	-100.9182
931562.5	0.3908693	-104.2494
931625	0.3876421	-101.3999
931687.5	0.3873048	-103.9734
931750	0.3796064	-102.1164
931812.5	0.4031929	-103.5789
931875	0.393096	-103.4787
931937.5	0.389693	-102.6908
932000	0.391181	-102.5593
932062.5	0.3840381	-104.4309
932125	0.3926164	-103.1924
932187.5	0.383554	-104.8816
932250	0.3926716	-103.397
932312.5	0.38297	-101.1828
932375	0.3722246	-104.3634
932437.5	0.3695441	-102.0608
932500	0.3693022	-103.6119
932562.5	0.3659518	-104.0781
932625	0.3890011	-102.6125
932687.5	0.3780373	-104.5218
932750	0.364125	-104.519
932812.5	0.3734654	-103.0185
932875	0.3676756	-105.0796
932937.5	0.3695643	-102.3101
933000	0.3645184	-106.7565
933062.5	0.3753847	-104.3264
933125	0.3621125	-103.6373
933187.5	0.3687786	-105.1572
933250	0.3625497	-103.0151
933312.5	0.3753121	-104.8016
933375	0.355251	-104.5463
933437.5	0.3620588	-104.2674
933500	0.3649475	-105.5629
933562.5	0.3496261	-103.9835
933625	0.3554932	-103.3442
933687.5	0.3621591	-105.487
933750	0.3510892	-102.6833
933812.5	0.3661606	-103.8249
933875	0.3456347	-105.3813
933937.5	0.3688517	-102.6641
934000	0.3694833	-105.8424
934062.5	0.3379369	-106.8128
934125	0.3584867	-101.9428
934187.5	0.3557763	-105.7086
934250	0.352314	-103.6964
934312.5	0.3570886	-102.2297
934375	0.3414665	-104.4726
934437.5	0.3470928	-104.9257
934500	0.3432208	-103.5928
934562.5	0.3428968	-104.8251
934625	0.3632007	-104.4138
934687.5	0.3392757	-105.1984
934750	0.3386519	-105.1739
934812.5	0.3434669	-104.4676
934875	0.347493	-107.1076
934937.5	0.3456073	-102.5415
935000	0.3367035	-105.585
935062.5	0.3328255	-104.3009
935125	0.3396468	-104.522
935187.5	0.34124	-105.1429
935250	0.3287649	-100.0469
935312.5	0.3541684	-105.4996
935375	0.3303566	-105.1792
935437.5	0.3336486	-104.2947
935500	0.3383555	-106.2922
935562.5	0.3457722	-102.6101
935625	0.3284327	-102.2236
935687.5	0.337407	-104.789
935750	0.3282756	-105.0712
935812.5	0.3329388	-105.1304
935875	0.3302408	-104.5906
935937.5	0.3249416	-104.328
936000	0.3340581	-105.4609
936062.5	0.3122973	-105.6543
936125	0.3315017	-104.8131
936187.5	0.3240453	-104.9877
936250	0.3339817	-105.4477
936312.5	0.3250872	-105.0812
936375	0.3177508	-106.674
936437.5	0.3270133	-103.4384
936500	0.3386154	-106.0101
936562.5	0.3149745	-103.5108
936625	0.3205145	-104.1396
936687.5	0.3210576	-103.3452
936750	0.314156	-105.4526
936812.5	0.325866	-103.5717
936875	0.3170271	-105.559
936937.5	0.3196867	-103.992
937000	0.3298532	-106.4242
937062.5	0.3104712	-105.8557
937125	0.3148222	-103.8434
937187.5	0.3114067	-106.2365
937250	0.3211709	-102.7535
937312.5	0.3196048	-105.2564
937375	0.3136102	-104.2259
937437.5	0.3111411	-104.0478
937500	0.3185117	-103.8133
937562.5	0.3071961	-103.9862
937625	0.3056093	-104.8886
937687.5	0.3068991	-106.1411
937750	0.3048854	-103.8885
937812.5	0.316031	-104.632
937875	0.3009183	-104.952
937937.5	0.3077107	-103.8857
938000	0.3108814	-104.6499
938062.5	0.2981173	-103.1724
938125	0.2990962	-105.0312
938187.5	0.3052058	-105.5947
938250	0.312532	-103.2903
938312.5	0.3087805	-104.5884
938375	0.2900975	-105.6991
938437.5	0.2944789	-104.1935
938500	0.2948962	-105.1702
938562.5	0.2849614	-105.4978
938625	0.2965547	-103.5599
938687.5	0.2934183	-105.2092
938750	0.3040557	-104.7211
938812.5	0.2984798	-104.1357
938875	0.2983852	-104.1025
938937.5	0.3042275	-101.7886
939000	0.2942247	-105.1495
939062.5	0.2969032	-104.6493
939125	0.2901131	-104.0643
939187.5	0.2980026	-103.1661
939250	0.2814753	-104.8199
939312.5	0.3053458	-104.2735
939375	0.2834313	-104.5672
939437.5	0.2890237	-101.557
939500	0.2978478	-104.49
939562.5	0.2879317	-105.9341
939625	0.2942869	-101.894
939687.5	0.2906004	-104.8222
939750	0.2817353	-104.4374
939812.5	0.2937481	-104.6351
939875	0.27746	-103.8452
939937.5	0.2762209	-103.7903
940000	0.2906182	-106.2384
940062.5	0.2879411	-105.1342
940125	0.2937686	-105.1401
940187.5	0.2947914	-106.2673
940250	0.2766878	-103.3163
940312.5	0.2894287	-103.3596
940375	0.2726099	-103.4081
940437.5	0.2783628	-102.6629
940500	0.2841317	-105.8217
940562.5	0.2755126	-104.8208
940625	0.2808241	-103.9013
940687.5	0.2794984	-103.7126
940750	0.277683	-104.0363
940812.5	0.2813599	-103.6419
940875	0.2749525	-104.6952
940937.5	0.2849534	-103.2642
941000	0.2904338	-105.184
941062.5	0.2865756	-102.5303
941125	0.2870921	-102.751
941187.5	0.2796936	-102.7038
941250	0.2643784	-104.1066
941312.5	0.2757025	-104.1848
941375	0.2709287	-103.2084
941437.5	0.2840508	-103.6587
941500	0.2839698	-103.8177
941562.5	0.2695639	-103.6007
941625	0.2670982	-101.7943
941687.5	0.2747857	-103.9909
941750	0.2714508	-101.7365
941812.5	0.2795736	-106.075
941875	0.2729293	-104.7526
941937.5	0.2580065	-102.565
942000	0.2785819	-101.7775
942062.5	0.2648122	-105.5137
942125	0.2773843	-100.6647
942187.5	0.282597	-103.5255
942250	0.2713578	-103.9721
942312.5	0.2689995	-101.7062
942375	0.2621242	-103.6034
942437.5	0.2553873	-101.3481
942500	0.2749721	-103.0209
942562.5	0.2594258	-101.6605
942625	0.2667894	-103.305
942687.5	0.2689283	-101.4601
942750	0.2732735	-102.5861
942812.5	0.2767039	-101.1424
942875	0.2699279	-104.243
942937.5	0.2647083	-99.91665
943000	0.2632609	-104.13
943062.5	0.2567271	-101.6476
943125	0.2657227	-101.9289
943187.5	0.2672118	-105.0463
943250	0.2564892	-105.2925
943312.5	0.278374	-105.2639
943375	0.2559031	-105.4204
943437.5	0.2514329	-101.4024
943500	0.2594234	-100.3031
943562.5	0.2611492	-102.8693
943625	0.2663789	-99.58407
943687.5	0.2613436	-102.7154
943750	0.2594944	-104.4021
943812.5	0.263456	-102.8539
943875	0.2696631	-103.7821
943937.5	0.2594188	-103.9216
944000	0.2579763	-99.75313
944062.5	0.2546276	-104.7024
944125	0.257725	-100.9703
944187.5	0.269176	-103.1181
944250	0.2553695	-103.1216
944312.5	0.2588711	-102.3817
944375	0.2644639	-103.4184
944437.5	0.2537816	-102.9592
944500	0.2634282	-102.3002
944562.5	0.2580985	-102.583
944625	0.2626882	-101.782
944687.5	0.2569374	-99.34916
944750	0.256428	-103.5227
944812.5	0.2519874	-101.0195
944875	0.2511228	-102.8298
944937.5	0.2619452	-106.345
945000	0.2412464	-102.967
945062.5	0.2539772	-104.1884
945125	0.2579056	-102.6969
945187.5	0.2571591	-99.02551
945250	0.2493396	-103.8889
945312.5	0.2485636	-102.3043
945375	0.2496277	-103.1185
945437.5	0.2443138	-100.1149
945500	0.2611732	-101.8283
945562.5	0.2520981	-101.5101
945625	0.2391259	-101.5601
945687.5	0.2620068	-102.0242
945750	0.2473488	-99.09503
945812.5	0.264932	-99.60929
945875	0.2517142	-99.88448
945937.5	0.2505454	-101.7021
946000	0.2328639	-102.8281
946062.5	0.250546	-101.0764
946125	0.247102	-99.37828
946187.5	0.2560751	-100.3074
946250	0.2520218	-102.2918
946312.5	0.2521523	-101.4111
946375	0.2550389	-101.9432
946437.5	0.2520094	-103.6353
946500	0.2446434	-100.7247
946562.5	0.2563925	-104.588
946625	0.247627	-101.1334
946687.5	0.2531307	-99.25856
946750	0.2483196	-102.3779
946812.5	0.2397756	-104.0657
946875	0.2484982	-102.9966
946937.5	0.2337223	-104.5363
947000	0.2497378	-97.75066
947062.5	0.2493923	-101.7577
947125	0.2394759	-101.5249
947187.5	0.2341983	-101.1781
947250	0.2568438	-101.924
947312.5	0.2417335	-99.71639
947375	0.2528969	-102.4047
947437.5	0.2465621	-100.3336
947500	0.2486865	-102.5389
947562.5	0.2461427	-100.7542
947625	0.2402851	-102.6324
947687.5	0.2441108	-101.1647
947750	0.2437894	-102.7061
947812.5	0.2387895	-101.459
947875	0.2388498	-99.0388
947937.5	0.239496	-101.2589
948000	0.2357472	-103.2021
948062.5	0.2381962	-100.7464
948125	0.2400186	-103.7507
948187.5	0.243835	-103.2791
948250	0.2294464	-101.1366
948312.5	0.2360885	-102.8308
948375	0.2437731	-101.5429
948437.5	0.2459732	-103.3919
948500	0.2307783	-102.4671
948562.5	0.2363245	-100.2263
948625	0.2297692	-102.4112
948687.5	0.2307803	-102.4598
948750	0.2406097	-100.2766
948812.5	0.2308791	-103.6938
948875	0.2385222	-100.3561
948937.5	0.2437991	-103.246
949000	0.2372626	-102.672
949062.5	0.2359203	-98.34103
949125	0.2386913	-101.701
949187.5	0.229462	-102.3079
949250	0.2469519	-100.8778
949312.5	0.2399257	-101.5655
949375	0.230094	-100.5194
949437.5	0.2334184	-103.6183
949500	0.2258105	-103.6485
949562.5	0.2246822	-100.756
949625	0.245652	-102.6836
949687.5	0.2277541	-102.3469
949750	0.2318237	-100.9398
949812.5	0.254681	-101.5827
949875	0.2217522	-102.8996
949937.5	0.2363907	-100.6633
950000	0.2198205	-102.3803
950062.5	0.2313291	-100.0686
950125	0.2314871	-102.1165
950187.5	0.2180186	-101.2661
950250	0.2332747	-102.583
950312.5	0.2326171	-102.1851
950375	0.2168534	-105.235
950437.5	0.2320869	-102.6973
950500	0.2391104	-102.1641
950562.5	0.2364291	-102.4621
950625	0.2228626	-101.8081
950687.5	0.2231333	-102.6533
950750	0.2115084	-102.5385
950812.5	0.2333371	-104.0117
950875	0.2177874	-99.70301
950937.5	0.2257785	-104.5091
951000	0.2202339	-103.0894
951062.5	0.2166994	-103.1598
951125	0.2340834	-101.027
951187.5	0.218814	-101.3816
951250	0.2217809	-101.1613
951312.5	0.231855	-99.96085
951375	0.2271022	-105.8181
951437.5	0.2187675	-100.5772
951500	0.2269133	-104.6696
951562.5	0.2120906	-100.6422
951625	0.2223575	-100.8735
951687.5	0.2182402	-105.4209
951750	0.216608	-101.2307
951812.5	0.220548	-102.6053
951875	0.2165466	-106.3014
951937.5	0.2142306	-100.5085
952000	0.2221074	-103.5355
952062.5	0.2075922	-101.5781
952125	0.2218311	-101.5897
952187.5	0.220043	-103.7874
952250	0.2207513	-104.2776
952312.5	0.2350484	-101.5981
952375	0.2184585	-102.826
952437.5	0.2042087	-100.1823
952500	0.2247795	-100.5808
952562.5	0.2103846	-105.1829
952625	0.2297632	-103.384
952687.5	0.2182214	-100.7941
952750	0.2037713	-103.6503
952812.5	0.2177036	-99.47619
952875	0.224271	-107.5729
952937.5	0.2232151	-103.4347
953000	0.2149112	-101.084
953062.5	0.2181685	-104.3432
953125	0.2141707	-105.7098
953187.5	0.2224177	-103.2052
953250	0.2081319	-102.683
953312.5	0.2112585	-98.68024
953375	0.2121159	-101.5852
953437.5	0.2013569	-103.4366
953500	0.2171628	-103.4837
953562.5	0.2184205	-103.3767
953625	0.2015152	-102.8028
953687.5	0.2210976	-104.5551
953750	0.2197436	-104.1351
953812.5	0.1947049	-103.5824
953875	0.2044916	-104.6171
953937.5	0.2086744	-104.5016
954000	0.2084936	-105.7055
954062.5	0.2055168	-100.9873
954125	0.2008572	-103.8888
954187.5	0.1956917	-106.2237
954250	0.2135339	-104.4046
954312.5	0.2008857	-100.5199
954375	0.1978835	-104.2266
954437.5	0.2049428	-103.0035
954500	0.2037162	-102.6195
954562.5	0.2128696	-102.2784
954625	0.2060979	-100.2314
954687.5	0.2013743	-101.2791
954750	0.2052311	-103.4589
954812.5	0.201844	-102.3801
954875	0.2095522	-103.5397
954937.5	0.188932	-99.42252
955000	0.2058267	-103.9949
955062.5	0.2120453	-102.3386
955125	0.1961048	-106.8125
955187.5	0.2016796	-104.187
955250	0.2070033	-103.236
955312.5	0.2013881	-106.7701
955375	0.2052647	-105.0964
955437.5	0.212465	-106.1774
955500	0.1956666	-102.1775
955562.5	0.2021935	-104.3468
955625	0.1980015	-106.1788
955687.5	0.2084731	-104.1258
955750	0.1986015	-103.348
955812.5	0.2007009	-105.8358
955875	0.1935347	-105.1598
955937.5	0.1930735	-109.3085
956000	0.1940924	-107.3621
956062.5	0.2084262	-104.7971
956125	0.1941479	-104.3696
956187.5	0.1966416	-105.9058
956250	0.201245	-103.8276
956312.5	0.1917749	-106.9819
956375	0.1923987	-102.6627
956437.5	0.1943587	-105.8179
956500	0.1830543	-105.6145
956562.5	0.1821192	-105.855
956625	0.190107	-102.6172
956687.5	0.1883569	-107.3839
956750	0.1857318	-102.0991
956812.5	0.2032702	-107.0957
956875	0.1855742	-108.4093
956937.5	0.1848043	-105.0178
957000	0.1803748	-106.9144
957062.5	0.1885292	-105.5478
957125	0.1923039	-108.3742
957187.5	0.1939482	-109.2273
957250	0.1811528	-103.8195
957312.5	0.2086803	-103.6767
957375	0.1825697	-106.7468
957437.5	0.1867516	-106.2588
957500	0.1869463	-105.6193
957562.5	0.1874467	-103.792
957625	0.1870935	-104.4671
957687.5	0.1855743	-106.8306
957750	0.1923391	-105.2296
957812.5	0.1884904	-105.814
957875	0.1926476	-107.2519
957937.5	0.186195	-105.6362
958000	0.1835274	-103.3982
958062.5	0.1844581	-106.2418
958125	0.1858576	-104.8522
958187.5	0.187842	-107.4428
958250	0.1721649	-106.2138
958312.5	0.1847355	-99.81343
958375	0.1873579	-105.645
958437.5	0.1875089	-109.9693
958500	0.1812606	-108.9637
958562.5	0.1850451	-108.3869
958625	0.1704501	-105.6927
